Id,SalePrice
1461,120173.34694748475
1462,159396.38458829722
1463,184207.07299506158
1464,198128.61110340746
1465,186057.36437428085
1466,174971.55908891378
1467,183377.20571984834
1468,166364.31852449774
1469,189013.2257295931
1470,127354.41507541554
1471,206453.86548473933
1472,103713.09982965342
1473,97194.58518860674
1474,148813.75382847726
1475,120999.49197674452
1476,422879.72413513024
1477,254984.9658432423
1478,298036.3570245167
1479,277055.6613224974
1480,471436.14229721413
1481,315608.36697941425
1482,214114.3835642505
1483,160551.97185093717
1484,158621.6046409681
1485,171715.68786266027
1486,194046.79999709642
1487,359524.56389969855
1488,235174.42544935647
1489,211076.70331792303
1490,215522.8322549183
1491,183769.1451471002
1492,95555.1558021175
1493,174632.07005903244
1494,308820.12695572554
1495,291391.6477108479
1496,237376.19225179867
1497,188527.0606969858
1498,164638.83210411944
1499,155628.0609067978
1500,154130.47078634085
1501,183999.57915565494
1502,156488.04683200843
1503,309060.1894898544
1504,243908.0648565286
1505,231482.59567557476
1506,184755.07528374443
1507,238421.28011071432
1508,196737.13524387742
1509,161259.94997260577
1510,154149.67056156002
1511,154819.86446772685
1512,184138.0218139347
1513,139133.46167923577
1514,167008.6736952839
1515,201366.72700840115
1516,136552.544435462
1517,168110.88275350898
1518,135366.7020114331
1519,215296.66799332644
1520,139866.2088278293
1521,146854.3214703065
1522,171034.42967541548
1523,106747.9467055945
1524,121274.45437263785
1525,120372.99159557486
1526,108624.92490720592
1527,115796.05673956405
1528,130899.96221137082
1529,157320.7824880457
1530,167427.49204295658
1531,112196.11017593202
1532,101905.70014318232
1533,139897.29411695816
1534,118821.84044864224
1535,143899.6946821193
1536,106350.08848290605
1537,67189.31007287503
1538,163278.41017448177
1539,223456.29730755615
1540,102498.57051886273
1541,139594.84655560943
1542,147226.03668597064
1543,212459.80626143154
1544,78695.16466266947
1545,105256.5729020995
1546,142247.42163964335
1547,137328.32770606977
1548,138783.10522576416
1549,119006.33856615175
1550,140880.31276800093
1551,108605.84747886853
1552,154568.03032041312
1553,144840.86646785532
1554,115698.45114176383
1555,166725.73695242213
1556,101216.47991460413
1557,115869.86887773091
1558,100622.18429921844
1559,95463.63999997011
1560,134375.7589101767
1561,142322.43082080464
1562,130684.08503106565
1563,127299.07235996872
1564,176769.46386041288
1565,148326.1919722093
1566,244226.24437617016
1567,76420.67423108045
1568,229956.05417895594
1569,135346.34146561928
1570,138224.82332308128
1571,115608.82172042897
1572,151098.3447426352
1573,250849.54090355593
1574,122313.78683294187
1575,234544.87898295157
1576,248530.29624318265
1577,199354.29419611496
1578,123122.00536103743
1579,147942.66663170612
1580,199008.51158034452
1581,155539.68789310896
1582,123338.28831958603
1583,322356.3785884741
1584,228877.71849487541
1585,145978.49476666094
1586,74626.36867572932
1587,99479.17186336023
1588,150976.25942647865
1589,88500.6652149844
1590,135212.46008267358
1591,93568.26578856636
1592,119446.73008244879
1593,126362.03697941688
1594,161590.81512571426
1595,105464.30419670355
1596,248783.27371642322
1597,193301.34200260954
1598,185756.32212015011
1599,175175.17690674702
1600,183511.22493226742
1601,73902.85434973186
1602,116305.31872425214
1603,87726.22373223549
1604,273174.4977507253
1605,231077.34192577898
1606,173421.38148193373
1607,151145.64818105183
1608,221775.13104506384
1609,198892.48367201546
1610,156845.41916445343
1611,137128.5575722708
1612,150251.48292691214
1613,153826.83236491305
1614,122789.94976445838
1615,90573.45680186892
1616,77471.10635430465
1617,92072.10693230538
1618,122226.23936530543
1619,133178.50318870213
1620,174943.81836916387
1621,139334.86132385497
1622,128005.7902609632
1623,264571.6944772388
1624,204517.68293336677
1625,109871.32444581008
1626,162843.82290046307
1627,193740.40257436113
1628,274713.74164311576
1629,187883.0652320473
1630,354551.6216840304
1631,212987.62243381102
1632,252513.8570892248
1633,177795.33937833732
1634,186362.88807413826
1635,178022.1086218651
1636,151267.5897055794
1637,188988.56275550846
1638,199473.25873574123
1639,178324.34153487286
1640,254480.66463649474
1641,184223.32092474282
1642,230420.96764561092
1643,229399.85028598187
1644,228555.72297023048
1645,201054.0646774945
1646,163258.50164780664
1647,157537.83014225969
1648,136317.17097037772
1649,135457.87499784332
1650,113284.16091684565
1651,124228.84009791477
1652,98808.24268654682
1653,105648.61190990212
1654,148189.30743449682
1655,144056.1882766438
1656,143599.7200597871
1657,144701.44479370347
1658,150244.73938127185
1659,123619.01525958211
1660,162200.54769262343
1661,424793.3156095945
1662,419526.57236308424
1663,385528.13109539624
1664,454100.6717614727
1665,322335.28896769905
1666,321004.70537928346
1667,377287.8746876881
1668,354822.76771008736
1669,303978.1299212008
1670,355053.99481737136
1671,237099.86610423715
1672,439643.2816867025
1673,301247.6642796479
1674,233209.14650031267
1675,189705.42698920253
1676,185739.24811066326
1677,216009.7149301982
1678,477588.4106456707
1679,377687.3867291841
1680,350821.62404157926
1681,257480.97036691953
1682,283095.48767696274
1683,182388.42833457293
1684,163526.7624564989
1685,163310.670345699
1686,165600.14873239235
1687,170228.80538629866
1688,187432.92684126686
1689,195329.9404298725
1690,187365.43874091862
1691,181893.00516476645
1692,273240.84789968375
1693,171413.6886629001
1694,185234.74083649297
1695,167480.2228899119
1696,274661.29663551005
1697,182605.2330813506
1698,366817.29890828085
1699,332822.30724223715
1700,246805.35504971072
1701,275335.6168721853
1702,258258.1432998026
1703,260080.49811027115
1704,282794.04893586837
1705,230805.07647057716
1706,438346.34001520573
1707,221826.84707443402
1708,208648.40572773985
1709,286800.79293468856
1710,221965.99785615035
1711,264673.7022244714
1712,265816.84307139914
1713,283777.9005836157
1714,221201.20161110375
1715,212009.13962782867
1716,194545.014382953
1717,181410.84691375477
1718,133616.97058558904
1719,194425.48632714368
1720,230299.80800232117
1721,164774.31935345678
1722,121964.35470875632
1723,150178.4763939941
1724,228699.4313219394
1725,246680.8418827685
1726,193242.92004033324
1727,155693.2044516944
1728,180455.79389424782
1729,157750.06095663187
1730,169165.57675854178
1731,117909.38433987871
1732,134908.5698328579
1733,119556.23158631173
1734,120517.32421054118
1735,133347.72064244855
1736,115082.1476807421
1737,331235.6639783165
1738,208388.55238821814
1739,282303.5344421753
1740,226698.22557907196
1741,197039.81780758474
1742,176443.58392917697
1743,180950.2065706017
1744,313495.8988676247
1745,215844.8839293666
1746,198483.8599777142
1747,216946.63552828107
1748,237685.8995500381
1749,154753.33263902992
1750,133837.58007948153
1751,243880.90247769235
1752,119299.80305793893
1753,152672.76341704608
1754,203160.37850118027
1755,169706.59438510094
1756,123476.901090053
1757,120078.61737425602
1758,137485.0253934596
1759,149453.05746744917
1760,167194.19284315358
1761,148190.88141180118
1762,182943.38981350348
1763,186259.9730104966
1764,113628.67929050072
1765,167528.36105130464
1766,180196.77468610817
1767,212789.12180636148
1768,148088.16318032975
1769,182897.1132359082
1770,154152.62278748245
1771,136074.2450110734
1772,140076.6894180135
1773,139616.9447034798
1774,129757.38594620382
1775,132071.2000487068
1776,120825.83690125568
1777,116697.23281650324
1778,141242.73135783063
1779,119791.08033941482
1780,160989.14735721852
1781,127564.47916599267
1782,89969.76539444385
1783,145394.29687499377
1784,107309.23547806029
1785,127887.64199863124
1786,154872.7672619009
1787,182076.80519511015
1788,51814.60284973672
1789,102886.58701154547
1790,93356.56850959925
1791,179620.06209048882
1792,161768.16387177428
1793,137957.00100741227
1794,152903.3441406034
1795,136165.67506426515
1796,130103.46419288279
1797,120314.02975858608
1798,123055.79119466984
1799,110737.88604457416
1800,124025.8343992517
1801,123755.86395372283
1802,128348.30277769337
1803,146499.11601863737
1804,140814.44761707546
1805,144222.0761423926
1806,123389.46839463638
1807,133149.45941348484
1808,113984.63005660601
1809,121196.73037748432
1810,151212.5284317839
1811,112119.12852773708
1812,90524.17651840705
1813,120795.27403397753
1814,97056.93161644698
1815,59005.441561793516
1816,95381.49518277173
1817,114587.08052152552
1818,143586.4803130535
1819,121522.65586331548
1820,56382.298948142095
1821,113320.90329111034
1822,159892.20466786937
1823,48373.00018486311
1824,139060.96650042775
1825,143531.620310827
1826,106675.01847678225
1827,111838.82846667102
1828,128273.38247458916
1829,128683.07280279376
1830,138730.85415312162
1831,164480.5045476766
1832,98344.87724812553
1833,145325.7457254759
1834,126689.60384864779
1835,132832.20343969797
1836,135761.63658845867
1837,89090.62600265228
1838,127419.90441469551
1839,92765.2429877996
1840,173536.44250382562
1841,138399.02537867377
1842,85479.13899751216
1843,133691.78060256297
1844,147791.4914652017
1845,141837.2920345132
1846,162079.43006084303
1847,173055.01250081765
1848,61130.075296346506
1849,100531.23817734611
1850,114215.55604941252
1851,159386.48018532098
1852,118941.09898595815
1853,127752.07321512404
1854,166346.617166043
1855,151641.5703242567
1856,218420.3686965371
1857,162932.2912335406
1858,129820.76656384213
1859,121517.23604258135
1860,152444.8654361
1861,121846.91533699224
1862,341065.5155013084
1863,326966.00580276456
1864,326966.00580276456
1865,352134.740768792
1866,343122.9096579725
1867,234601.47821953348
1868,288460.2384026995
1869,213831.5212231905
1870,239716.56801107514
1871,235495.30309514073
1872,159299.70883810078
1873,237746.6822058154
1874,144468.8878157237
1875,208525.75181304547
1876,199357.20915990064
1877,211252.82549016614
1878,192267.3105218631
1879,134674.0113734574
1880,134684.57464834102
1881,243782.05907469481
1882,242936.96231479937
1883,187332.3811661796
1884,200495.1927252889
1885,258624.5344300595
1886,295618.9445429905
1887,211412.25963522887
1888,288405.81482432014
1889,162408.73104382766
1890,118314.40890242915
1891,139447.83868068902
1892,100380.82850132156
1893,121560.94205837682
1894,126202.00492132978
1895,132067.49522291447
1896,125549.90119389683
1897,120698.0975082767
1898,112152.66793406376
1899,151740.04992915847
1900,148009.21555567844
1901,171705.80289120862
1902,139955.50714208535
1903,215552.7859608672
1904,133761.2033024214
1905,188253.19364198964
1906,160356.11632426752
1907,219667.54031762452
1908,118016.3557798111
1909,138584.33716988235
1910,121997.21905117482
1911,210122.45471115265
1912,296449.3913398957
1913,147344.9025201198
1914,57421.606630069655
1915,330016.1290527188
1916,51029.54543680599
1917,255159.0666335154
1918,152499.3600826481
1919,179527.17238528738
1920,144678.2509482387
1921,421574.8758032734
1922,308089.4995582354
1923,233465.83706839173
1924,219525.6493832241
1925,206457.35998455586
1926,423882.7062574434
1927,131752.873448031
1928,159797.21618691165
1929,126017.55517114612
1930,143410.07533916584
1931,146450.8949133575
1932,136702.8269805942
1933,170214.12766507396
1934,185282.16284081392
1935,175570.24985534808
1936,185208.97409449218
1937,180237.68517618615
1938,159972.5978351347
1939,259589.77752408208
1940,188863.66565767713
1941,175963.889977882
1942,174941.3468265016
1943,202605.0957934552
1944,338091.8447744447
1945,392897.35681079666
1946,163857.78903972305
1947,326562.24660263176
1948,187539.19958379935
1949,241789.70593820256
1950,174067.29390064743
1951,249796.92492989698
1952,219710.50474788315
1953,172402.61876542165
1954,198460.73233234184
1955,125899.20170516809
1956,313871.72639418126
1957,159767.40215562144
1958,334362.4119800838
1959,142530.36501918122
1960,117060.80389316048
1961,121228.17433773399
1962,103331.587026724
1963,120893.07690591962
1964,109315.6617384353
1965,148470.31752720347
1966,132481.98450589227
1967,285009.18220451626
1968,417759.4207049964
1969,399564.2200753653
1970,444049.21039848257
1971,457979.22982934315
1972,374458.7561285213
1973,282241.8344279105
1974,321483.88445309195
1975,521100.4815645119
1976,272016.5037240825
1977,373673.4541135448
1978,392697.2182543053
1979,328310.1937637774
1980,186630.07725096366
1981,342760.5452889269
1982,241890.75860670986
1983,223181.8731353617
1984,161568.1596956521
1985,214746.79165530688
1986,210569.1588525406
1987,160170.1943194694
1988,175608.00634703934
1989,193889.36402580474
1990,213109.629582326
1991,259780.08386493387
1992,219971.3922317729
1993,163231.7910722232
1994,246588.38414843223
1995,189926.72186380698
1996,268043.0973814137
1997,343465.8280484159
1998,350410.9775063703
1999,265282.75676874415
2000,301323.9450117156
2001,256822.44530103027
2002,227232.9867321998
2003,266905.7242958462
2004,271828.545587002
2005,224010.835529355
2006,226546.4443366996
2007,255415.35084906855
2008,226175.2664842507
2009,192005.4954930808
2010,182522.16147609684
2011,133899.37992384942
2012,176878.6917830741
2013,181107.09976037475
2014,190279.81971105858
2015,200833.838685687
2016,197380.6823240748
2017,195761.32316835984
2018,131791.10479123652
2019,135547.32583905396
2020,107254.97980639107
2021,106037.95607842744
2022,163873.99099763628
2023,138921.77671305995
2024,236998.78202728418
2025,367902.00413791253
2026,172108.5998507227
2027,154069.80532041614
2028,161541.1817812924
2029,170242.7323726117
2030,289503.99859425356
2031,258523.896033372
2032,265880.5722854423
2033,278114.9288975282
2034,172115.4552313453
2035,207079.06871435393
2036,192599.0081317995
2037,201531.1253116224
2038,322271.5358317876
2039,232348.54027555592
2040,321692.29261203366
2041,309733.0944912326
2042,203965.30225427973
2043,174384.64689337826
2044,170166.32886954563
2045,201489.92278876313
2046,144124.39212037192
2047,146005.53271899198
2048,145352.64938879735
2049,134696.5170877885
2050,183824.57696888578
2051,106996.52657957641
2052,119639.65459222897
2053,143393.36446317352
2054,90748.74487289049
2055,159313.67022157527
2056,139392.86514154723
2057,109302.45089144445
2058,213964.0421876426
2059,137600.52088560537
2060,180002.8060298913
2061,174776.346612762
2062,127212.4200032293
2063,116261.44827964442
2064,148293.69477889535
2065,119791.2075234884
2066,151301.83716471927
2067,118849.59540875632
2068,125293.62073564649
2069,82817.60585264553
2070,107805.63347949472
2071,102869.48220955118
2072,113468.99786538626
2073,145185.30694100758
2074,198316.9239532349
2075,141175.2027658079
2076,113309.12982007398
2077,150919.65194700408
2078,124456.43091414528
2079,121003.62851065939
2080,117827.28601596008
2081,126536.14027996297
2082,127236.37643327093
2083,140536.8459843995
2084,109368.06943178835
2085,118544.98183014791
2086,136518.10155826333
2087,116321.07916527541
2088,95639.0107362377
2089,79375.46207121013
2090,128590.92967111198
2091,119870.99068172662
2092,131520.50309080863
2093,125395.560998525
2094,129059.09289614708
2095,141385.62003962076
2096,85083.17355687266
2097,95081.88231720337
2098,149743.76168204623
2099,59692.38475050124
2100,93200.72219812345
2101,108701.09843560665
2102,117931.32102497102
2103,107573.59963749681
2104,133067.6571503463
2105,127572.74674637837
2106,79348.76245099555
2107,231569.31889485
2108,114269.06815811257
2109,113111.61603652059
2110,140937.3384326868
2111,152487.10954841386
2112,142884.08193572419
2113,126376.50719439151
2114,128871.29080639948
2115,169209.48734154127
2116,122757.20543930552
2117,151793.2572794024
2118,126213.62102886682
2119,119426.34161676599
2120,116764.75338185133
2121,88491.5984840695
2122,118091.54887083548
2123,82989.25860182382
2124,184950.72374747973
2125,121493.33786037209
2126,157297.91957812308
2127,160027.896121567
2128,121993.98016035336
2129,97868.1079619945
2130,146080.79110708827
2131,166220.29550626315
2132,115614.20478742977
2133,129371.43143723602
2134,123367.35389166945
2135,98965.20380348618
2136,86041.72563379665
2137,105781.31749391039
2138,127168.14836529233
2139,154001.3345627875
2140,147349.33432280936
2141,162122.14290584472
2142,118929.88332034423
2143,141471.53650583228
2144,127762.59261252105
2145,139573.5814481634
2146,152838.654810221
2147,138812.09639133414
2148,130497.14120436952
2149,169294.69762380017
2150,222092.86125320807
2151,116752.59851728643
2152,185013.1333953723
2153,178367.08185622116
2154,111695.81916627543
2155,140444.07531464516
2156,274705.94399563584
2157,233403.58280624158
2158,235992.79114655973
2159,225124.8732333762
2160,170920.31660881158
2161,237564.4880486594
2162,350433.599506536
2163,367550.1048134863
2164,253654.42648636404
2165,181429.60193028115
2166,150675.0155127348
2167,233016.9631878665
2168,205079.46804870985
2169,199787.59924349887
2170,220556.96768261804
2171,151195.43848053997
2172,124949.00695275614
2173,159880.3711789723
2174,227751.10032228995
2175,317143.2401194729
2176,307675.13355506945
2177,235029.8256568088
2178,199199.70527686062
2179,144696.59435244196
2180,203566.41713268618
2181,189696.92807639114
2182,218016.4113409627
2183,188761.75370991355
2184,127448.27258736742
2185,135873.34180555574
2186,155338.54215127192
2187,156044.3348024327
2188,163223.51767572627
2189,237000.52733693295
2190,80445.49323189633
2191,80781.00093871115
2192,93083.34225326015
2193,103761.86127289628
2194,107047.52456693936
2195,116233.93131987049
2196,105988.43699548439
2197,117875.58364131566
2198,163575.1501314065
2199,169378.60876693946
2200,154735.56113424542
2201,152525.97865697308
2202,207503.35337766714
2203,151555.24204988644
2204,194575.4931454523
2205,113556.57092177916
2206,136991.87054603687
2207,215853.5485063257
2208,243211.8832442725
2209,214842.1752130774
2210,120589.17604616439
2211,119814.75060749988
2212,108260.37113322146
2213,101224.89749017332
2214,141281.19523554808
2215,110346.41780445937
2216,154005.53322206985
2217,52952.02493138924
2218,78124.36734024587
2219,76042.48669604557
2220,74109.39306176374
2221,340696.32339973154
2222,260079.0220249479
2223,293858.9394815846
2224,206925.56715931525
2225,117343.5985113454
2226,189406.8192867037
2227,208079.46128555163
2228,273862.33884321805
2229,254659.03648334567
2230,161751.73980207866
2231,214631.5495734274
2232,165216.40171156873
2233,169013.18346608712
2234,231211.9393236604
2235,210534.35861790107
2236,275686.4185722517
2237,357067.25315291923
2238,204904.15806130756
2239,93090.65062808656
2240,161943.05437952146
2241,162819.96545840253
2242,123345.06206867163
2243,126755.41694974097
2244,103576.56683602108
2245,95624.43777944462
2246,142266.55129557967
2247,108787.69138415105
2248,130205.58660874197
2249,125254.55156638342
2250,133874.28911779722
2251,118143.33033880976
2252,172109.76055006793
2253,163311.90813935528
2254,182097.81705589854
2255,193519.28763203544
2256,183163.8656740361
2257,211590.42040081535
2258,163656.06907168237
2259,175464.56373491086
2260,151081.16561263945
2261,181221.96768432655
2262,212626.66514474148
2263,357343.70067132264
2264,398344.7545540974
2265,176340.33902576333
2266,287595.9756449499
2267,367521.8096306785
2268,408806.6541865357
2269,144518.56110765671
2270,186066.99956948066
2271,226417.17699580968
2272,197646.14901069071
2273,165021.67869475362
2274,184640.97879765055
2275,168246.6085401327
2276,196646.93273917114
2277,191807.2644180425
2278,141602.01319905402
2279,127725.5309239488
2280,122571.4820780142
2281,172264.84732560528
2282,180544.47997825636
2283,103977.03828785644
2284,111557.27698303337
2285,135048.38939837803
2286,128587.92531375085
2287,356598.845069571
2288,276033.43981401925
2289,392187.596979656
2290,464071.0208526804
2291,326075.09563269303
2292,454428.035244308
2293,480727.5835969587
2294,404149.052096348
2295,478977.3266915873
2296,297114.9207691281
2297,325340.23574685096
2298,341731.7206658259
2299,391544.29340077844
2300,331871.71996592905
2301,273581.124786719
2302,230620.59797411508
2303,241153.6274514678
2304,246992.85396759718
2305,181818.3896566622
2306,179669.8884181803
2307,186156.02600463046
2308,239313.72644147466
2309,298417.26520363777
2310,219805.56733222664
2311,198227.54794523737
2312,158152.60651779847
2313,172990.7440794192
2314,146884.3731806697
2315,166168.41626671175
2316,175382.84112500335
2317,172170.19600018024
2318,171966.8345982724
2319,176226.37022187584
2320,199346.3542965919
2321,248240.27544042753
2322,170432.9358230313
2323,186105.2855782763
2324,171224.92735897246
2325,211574.23439119075
2326,166145.90514378442
2327,213537.39194823426
2328,230777.12631455465
2329,184041.9635295056
2330,177111.15469266588
2331,357942.00321147573
2332,395533.38263126556
2333,319489.49095143843
2334,239271.2975719849
2335,262255.11683771195
2336,328748.2982160086
2337,221917.93616896882
2338,263417.6333554912
2339,230897.57146029247
2340,415401.26360976754
2341,225940.02101309173
2342,241014.816668297
2343,227088.2941421581
2344,208562.20535881072
2345,237679.97845244152
2346,210391.80259932505
2347,201049.43287070908
2348,239630.27760208555
2349,175007.50982094876
2350,278749.14825972315
2351,275069.52092914144
2352,254646.0239530675
2353,228225.95637186585
2354,128721.48399343574
2355,147726.88438447576
2356,148866.69810704628
2357,195871.07080361052
2358,195554.3591156069
2359,135394.34848116606
2360,118729.79564904416
2361,145010.0454083679
2362,250161.9595031368
2363,134446.03724798386
2364,164297.14235739148
2365,234353.8128940519
2366,195349.60874876415
2367,235696.51899688327
2368,223765.75033049186
2369,238536.3278567083
2370,173126.20259080434
2371,178120.03568346205
2372,199147.7117468021
2373,268985.1245633994
2374,311474.6273507497
2375,258037.44206010163
2376,280099.1400739679
2377,337808.2280254969
2378,146270.31524828135
2379,205178.4287270966
2380,151983.24730835806
2381,166269.30881896676
2382,200552.0401347883
2383,204818.54832344694
2384,239892.7320460061
2385,162464.36155426013
2386,133368.99471911346
2387,130908.23962887102
2388,99388.46811880739
2389,124893.91188500077
2390,141899.78735210112
2391,147479.66054981953
2392,118724.85826613368
2393,170319.56349252132
2394,148417.79166907317
2395,214781.3881708143
2396,142700.8620653277
2397,211713.5525134971
2398,134495.2384797374
2399,56943.926762570976
2400,61201.221024261264
2401,112139.57152785847
2402,139303.92104750994
2403,135141.6790693625
2404,151924.3951664972
2405,165681.99558108585
2406,147086.12908302486
2407,124100.51566418694
2408,141556.6986049606
2409,128742.29691070253
2410,170808.38378369345
2411,113608.03681508315
2412,155002.04340768146
2413,129346.69331541861
2414,137426.81242542257
2415,137866.7616783375
2416,128910.1467703912
2417,131553.22997938216
2418,134536.3651868789
2419,126282.19065114687
2420,122114.109345213
2421,143299.89533132204
2422,108442.74741355647
2423,103616.21455347139
2424,155701.32555622593
2425,191127.4958550819
2426,122664.51552920163
2427,131370.2625481026
2428,185779.9383559724
2429,111743.451447659
2430,135519.97291853905
2431,111046.56282944707
2432,141463.10995724227
2433,148541.02938060524
2434,146126.84402975457
2435,156528.24689107234
2436,104473.87029975484
2437,108644.94145147191
2438,126070.8966983862
2439,116752.323643118
2440,120293.66680856216
2441,89972.47588961004
2442,102844.6041097408
2443,127831.95170081305
2444,121640.57646357172
2445,84733.45834762181
2446,131892.34809238726
2447,192162.89123591085
2448,141948.25385067955
2449,111173.93154382156
2450,142688.27620788664
2451,132679.81307785175
2452,198390.8182996903
2453,96661.238757175
2454,137304.96226775215
2455,126016.47346246536
2456,141910.39417285152
2457,122899.37003074662
2458,129744.56358956883
2459,116611.54580938423
2460,141038.09788197745
2461,125870.24284176805
2462,135211.18668092086
2463,121552.55159621616
2464,172412.45690443876
2465,138040.98840861698
2466,115542.01708799489
2467,134780.01187372464
2468,76405.52974466218
2469,79819.89322008475
2470,184966.6004487056
2471,230664.6823391943
2472,167869.77824075634
2473,125267.76191709869
2474,85515.75038786179
2475,207453.2878872081
2476,110145.17665728733
2477,131508.62293180323
2478,150301.89100473936
2479,100513.2702336886
2480,161526.00494232264
2481,119729.22541174087
2482,132267.13130422734
2483,114530.28986468358
2484,127330.5061222889
2485,128589.03075601996
2486,164960.51723664295
2487,171316.56392047077
2488,156856.66955665502
2489,141623.85667709153
2490,149790.42522993917
2491,94840.91327624267
2492,181957.1559000174
2493,151215.72149785
2494,145160.2779756798
2495,91090.95579816418
2496,234369.77166420413
2497,156602.99544550132
2498,107947.79897399212
2499,91426.06095714861
2500,127894.1021967805
2501,138202.75617152004
2502,142643.11576034865
2503,92331.20734803785
2504,149645.65469507044
2505,231372.82503156725
2506,263426.76092031883
2507,287605.57365364244
2508,264355.4428037148
2509,211078.34647603
2510,230322.75324901618
2511,179586.45215903682
2512,195677.64647815312
2513,218460.90134925963
2514,251131.35581890112
2515,143586.06226432644
